ID	RT	Mass	R7S1	R7S2	R7S3	R7S4	R7S5	R7S6	R7S7	R7S8	R7S9	R7S10	R7S11	R7S12	R7S13	R7S14	R7S15	R8S1	R8S2	R8S3	R8S4	R8S5	R8S6	R8S7	R8S8	R8S9	R8S10	R8S11	R8S12	R8S13	R8S14	R8S15	R9S1	R9S2	R9S3	R9S4	R9S5	R9S6	R9S7	R9S8	R9S9	R9S10	R9S11	R9S12	R9S13	R9S14	R9S15
6366	4,8196	391,0132	0	0	0,73785	0	0	0	0	0	0	1,18955	0	0	1,09675	0	0,6404	0,39325	0	0,5826	0	1,1174	0,4145	0	0	0	0	1,0735	0	0	0,7699	0	0	0	0,39465	1,6166	2,3001	0	0	0	0	0	0	0	0	1,05265	0
6367	4,7115	391,0158	1,1796	0,1042	0	1,10365	2,87845	0,2381	1,43385	1,17445	1,6427	0	0,07455	1,3747	1,12185	0	0,6161	0	0	0	1,3368	0,56605	0,8566	0	1,3288	0,5207	0,7211	0	0,80095	0,68405	0,4705	0,8194	1,12805	0	0,84005	1,7576	0,4685	0,43485	1,757	1,54505	1,57575	0,7483	1,66385	0,9037	1,48125	0	0,5027
6368	1,2173	391,0306	31,61215	27,76245	20,5932	25,8279	21,64745	22,18645	32,98815	25,8107	29,2386	22,16655	9,33145	31,5206	20,52925	21,14845	27,38725	22,30845	9,1065	25,5547	25,5064	19,79835	24,75845	23,05515	25,0547	19,0256	21,20605	27,3595	12,3507	28,6913	24,85215	23,45795	35,0761	15,4654	22,24695	27,53795	24,03845	29,5281	28,0847	22,303	31,49755	26,26015	32,1462	26,034	24,7141	28,51995	28,12275
6369	4,8149	391,0312	0	0	0	0	0	0	0	0	0	0,20575	0,8398	0	0,2002	0	0,16795	0,14045	0	0,10655	0	0,41455	0	0	0	0	0	0	0,6446	0	0	0	0	2,3329	0,39465	0	0	0	0	0	0	0	0	0	0	0	0
6370	1,1911	391,0664	0,5901	0,79925	0,7468	0,8398	0,65405	0,8468	1,06955	0,78725	0,80315	0,56015	0	0,40755	0,66505	0,17565	0,48545	0,37005	0	0,91395	0,9176	0,66315	0,9494	0,34165	0,94155	0,34275	0,38335	0,3651	0,7446	0,5255	1,05075	0,91235	0,62445	0,4196	0,7975	0,5579	0,3458	0,74235	0,4947	0,67675	0,66755	0,28785	0,7558	0,3988	0,48015	1,05105	0,77135
6371	2,1012	391,0856	0	1,4198	0,8206	0	0	0	0,6178	0,57775	0,6984	0,6637	0	0	1,1884	0,80795	0	1,3834	0	0,77665	1,6756	2,0793	1,329	1,1687	0	0,9077	0	0,9274	0	0	0,96305	0	0	0	0	0,4761	0	3,44875	0,57025	0	1,38865	0,0598	0	1,6269	0	0	1,22735
6372	2,3275	391,0893	0	0	0	0	0	0	0	0	0	0,13095	0	0	0,14815	0	0	0,71575	0	0	0,8882	1,39055	1,16855	0	0	0	0	0	0,1421	0	0	0	0,06675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6373	2,2293	391,0917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,8394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,8015	0	0,073	0	0	0	0,87935	0	0	0
6374	3,7426	391,1246	1,5374	3,6491	1,7918	3,8348	3,153	3,17465	3,64475	3,8366	1,6582	1,385	0,92665	3,55675	1,2694	1,6854	1,3393	1,43395	0	1,453	1,2572	1,41765	1,80995	1,5704	3,79055	1,03525	3,5572	1,70015	0,85875	1,7656	1,84165	3,49735	3,77785	0	1,59915	1,54045	1,40645	3,9809	3,36685	3,277	3,65735	3,7767	3,69675	1,63425	1,92115	1,5358	1,21285
6375	3,8924	391,1251	1,75355	0	2,25325	0	0	0	0	0	2,1004	1,9762	1,4532	0	2,0049	1,9646	2,0397	2,1746	3,8262	2,00835	2,2163	1,59365	4,27935	1,93965	0	1,3227	0	2,0858	0,89675	2,0025	2,08845	0	0	3,0622	1,7851	1,9941	2,0811	0	0	0	0	0	0	2,03075	1,8017	2,00705	1,6277
6376	7,124	391,1338	0,98565	0,75035	1,7702	0,88945	0,8638	0,9634	1,32465	1,6617	1,6744	0,93335	0	0,83045	0,836	0,548	0,94145	0	1,8991	1,4481	1,0967	1,0888	1,38215	0,50465	0,80315	0,27645	0,7723	1,0731	0	0,9525	0,76125	0,77365	1,67465	0	1,38365	0,98605	1,5865	0,7604	1,66035	0,68085	0,6327	0,7237	1,15315	0,93535	0,8332	1,2751	1,4124
6377	5,8513	391,1577	0	0	0	0	0	0	0	0	0	0	1,1872	0	0	0	1,23755	0	4,1976	0	0	0	0	0,83785	0	0	0	0,7226	1,37115	0	0	0	0	2,6018	0	1,3039	0,96185	0	0	0	0	0	0	0	0	0	0
6378	5,7524	391,158	0,4455	0,2593	0	2,0428	1,6207	0,9839	0,36085	0	0	0	0,96465	2,112	0	0,3821	0,6361	0	0	1,09045	0	0	0,4722	0,4634	1,001	0,4219	1,03265	0	0,79135	1,07275	0,3384	1,8356	0,97385	0	1,00185	0	1,03475	0,84845	2,05555	0,5575	0	0,5867	0,84655	0,36095	1,7627	0,682	0,613
6379	5,4799	391,1606	10,4312	10,19205	8,79255	9,61895	8,0522	8,4774	9,55195	8,817	10,70865	9,1132	0	10,33195	8,5061	8,97075	9,6992	8,64025	3,8972	9,0922	8,3731	8,4267	10,2931	8,94285	9,1096	5,55065	7,6816	10,298	0,04495	10,4281	9,3328	8,8127	9,6115	0	8,2011	8,5946	8,49225	11,4708	9,3153	9,5518	10,2439	9,42965	10,08975	9,8679	10,53875	10,1406	9,10385
6380	5,3355	391,1632	0	0,54805	0	0,26885	0	0,46535	0	0	0	0,3889	0	0,3589	0	0	0	0	0	0	0	0	0	0,53135	0,37705	0	0	0	0	0,4952	0	0	0	0	0	0	0	0,62785	0	0,3467	0,32485	0	0	0,64405	0	0	0
6381	4,3714	391,1692	0	0,54175	0,5689	0,17305	0	0,62895	0	0,5403	0	0	0	0	0	0	0	0	0	0	0,24845	0	1,23485	0	0	0	0	0,124	0	0	0,5284	0	0	0	0	0	0	0,4942	0	0	0	0	0	0	0	0	0
6382	4,2879	391,1712	0	0,87345	0,6866	0,083	0	0,44695	0,0496	0,41605	0	0	0	0	0,262	0,13095	0	0	0	0	0	0	1,0824	0	0,20145	0	0	0,0883	0	0	0,2836	0	0	0	0,13305	0	0	1,1381	0	0,11875	0,30115	0,0931	0	0	0	0	0
6383	5,1248	391,1736	0	1,43975	0,81145	0	0	0,85355	0,1319	0,48895	0	0	0	0	0	0	0	1,2263	0	1,15915	0,55155	0,6671	0,58835	0	0	0,7088	0,059	0	0	0,4452	1,0399	0	0	0	0	0	0	0,70115	0	0,23175	0,37555	0,62575	0	0,477	0	0	0
6384	5,2185	391,1737	0	0	0	0	0,27425	0	0,097	0	0	0	0	0	0	0	0,04555	0,88205	0	0,5371	0	1,4733	0	0,2816	0,16985	0	0,0786	0	0,2892	0	0	0	0	0	0,16025	0,0541	0	0	0	0	0	0	0	0	0	0,2271	0
6385	5,7905	391,1757	2,48275	3,50425	4,2452	2,5236	2,30115	2,7685	2,80425	3,4907	2,7023	3,13315	2,25905	2,95875	2,69305	2,5727	1,93545	3,72925	4,1976	2,70595	2,4533	2,98485	3,79455	2,3921	2,99375	1,8484	2,109	2,49815	0,7997	2,74345	3,2137	2,05465	2,70865	3,1165	3,1986	3,26575	3,00955	3,38655	2,69595	2,56885	2,80215	2,1774	2,78725	3,36345	2,719	2,5903	2,99275
6386	7,2932	391,1792	1,72835	1,2862	1,5372	1,41425	1,5673	0,9766	0,9769	1,63665	1,71105	1,3991	0	0,69745	2,09605	1,19315	1,4845	1,7101	0	1,50465	1,67275	1,90305	1,71775	1,76995	1,94145	0,84655	1,9985	1,8206	0	1,4834	1,94115	0,76115	1,40155	0	1,6744	1,6578	1,6902	1,90225	1,7986	1,0303	1,62955	1,79895	1,63185	1,5835	1,4898	2,06185	1,56975
6387	7,9957	391,1795	14,6301	14,51195	13,93935	14,2318	14,7544	14,06325	15,1907	15,034	15,76285	13,8545	0	15,3418	16,51895	14,6836	14,9928	15,30375	15,0645	14,31215	14,5996	15,63235	16,66535	15,19495	15,11275	9,0334	14,08065	16,7297	0	15,3265	16,9248	13,0579	15,1138	0	15,21575	15,4642	17,3989	14,71655	16,53995	13,447	16,18015	14,8227	16,53855	14,4287	13,77625	15,02	13,82325
6388	7,7964	391,1799	6,23485	5,0353	4,7778	6,1097	5,9105	5,6678	5,97645	6,4492	3,3599	4,46235	0	3,38185	4,56325	5,21035	5,7195	0	6,5769	0	6,62145	6,07295	6,9086	2,43325	6,79125	2,36535	5,79365	6,2823	0	3,80305	2,7891	3,45745	6,01905	0	3,5257	2,1912	5,83635	2,67525	6,83945	5,7382	6,68815	6,4476	6,539	2,39925	5,87385	2,47275	6,0109
6389	8,6761	391,18	0	0,4888	0,52395	0	0	0,53365	0	0	0,69755	0	0	0,6079	1,2376	0	0	0,7785	1,1018	0	0,559	0	0	0	0	0	0,5728	0	0	0	0	0	1,37765	0	0,56385	0,65535	0,8641	0	0	0	0	0,82675	0,73815	0,68885	0	1,22565	0
6390	9,2312	391,1856	0	0	0	0	0	0	0	0	0	0	0	0	0,46265	0	0	0	0	0	0	0,43395	0	0	0	0	0	0	0	0	0	0,44165	0	0,1519	0	0	0	0	0	0	0	0	0	0	0	0	0
6391	6,4722	391,1862	0	0,37745	0	0	0	0	0	0	0,54235	0	0	0	0	0	0	0	0	0,24875	0	0,19255	0	0	0	0	0	0,4095	0	0	0,0724	0	0	0	0	0	0	0,46515	0	0	0	0	0	0,036	0	0	0
6392	5,1993	391,1916	0	0,5485	1,0242	0,4722	0,58845	1,36885	0,5377	0,70625	0,66355	0,91155	0	0,74195	0,94815	0,32275	1,5507	0,6241	0,9608	0	0	0	0,6315	0	0	0	0	0,659	0	0,416	0	0,5529	0,75155	0	2,12435	1,55225	0,59735	0,5957	1,4438	1,061	0,4048	1,5537	1,0583	0,66215	0,7338	0	0,56065
6393	5,9943	391,1941	0,87975	0	0,50625	0	0,4251	0	0	0	0,7602	0,5939	0	0	0,5057	0	0	0,56035	0	0,5427	0	0,43495	0	0	0	0	0	0	0	0,74585	0	0	0	0	0,47065	0	0	0	0	0	0	0	0	0,40435	0	0	0
6394	4,5516	391,1965	0	0	0	0	0	0	0	0,44195	0	0	0	0	0	0,4671	0	0	0	0,56835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,63085	0	0	0,47625	0	0	0
6395	4,6545	391,1979	0	0,72515	0,64965	0	0,20635	0,63445	0	0	0	0	0	0	0	0	0	0,6523	0	1,0687	0,6957	1,23385	1,15645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,72895	0	0	0,85	0	0	0	0	0	0
6396	4,7913	391,198	0	0,6423	0	0	0	0	0	0,6157	0	0,41765	0	0	0,52415	0	0	0,6839	0	0,6299	0,727	0,80385	0,8518	0	0	0	0	0	0	0	0,5623	0	0	0	0	0	0	1,145	0	0	0,96695	0	0	0	0	0,2406	0
6397	6,3292	391,1981	0	0,3693	0,17795	0	0,66495	0	0	0	0	0	3,03485	0	0	0,12285	0,193	0	0	0,345	0	0	0,2267	0	0,50425	0	0,4102	0	2,6789	0	0	0	0	5,2562	0,2316	0	0	0	0,37295	0,44115	0,1238	0	0,70485	0,2057	0	0	0
6398	4,9173	391,1983	0	0,1996	0,53895	0	0,0526	0,44705	0,2947	0,53665	0	0	0	0	0	0	0	0,7592	0	0	0	0,5479	0,5443	0	0,48575	0,85065	0,50755	0	0	0	0	0	0	0	0	0	0	1,0778	0	0,22105	0,54355	0	0	0	0,2061	0	0
6399	5,671	391,1986	0	0	0,7018	0,15345	0	0	0	0	0	0,7186	0	0,5161	0	0	0	0	0	0	0	0	0	0,13025	0	0	0	0,8124	0	0	0	0	0	0	0	0,0566	0	0	0	0	0	0	0	0	0	0	0
6401	6,5763	391,1993	3,0305	7,0147	2,4603	1,50325	1,8675	3,49305	1,95935	2,68885	1,3014	2,6748	0,5819	1,53925	2,43725	2,74065	1,97045	4,42865	0	2,4863	3,58805	4,06405	5,6839	3,40325	3,0486	2,59975	2,0953	2,0317	0,65885	2,1948	3,6829	1,42005	1,48555	0	2,77945	2,17105	0,74225	4,91255	2,12335	1,15905	2,6857	2,34875	2,1132	2,61445	2,08765	1,8216	3,30925
6402	6,7256	391,2012	0	0	0,5224	0	0	0	0	0	0	0	0,65155	0	0	0	0	0	0,2242	0	0	0	0	0	0	0	0	0	0,82755	0	0	0	0	1,7929	0	0	0	0	0	0	0	0	0	0	0	0	0,76375
6403	5,0071	391,2013	0	0	0,3618	0	0	0	0	0	0	0,2558	0	0	0,4852	0	0	0,6594	0	0,2391	0	0,53485	0	0	0	0	0	0,33495	0	0	0,5296	0	0	0	0,25665	0	0	0	0	0	0	0	0	0	0	0	0
6405	5,4271	391,2018	0	0	0	0	0	0,84875	0	0	0,36345	0	0	0	0	0	0	0,87965	0	0,4774	0	1,8164	0,5409	0	0,1219	1,42815	0	0	0	0	1,7258	0	0	0	0	0	0	0,69045	0	0	0,91605	0	0	0	0	0	0
6406	5,2518	391,2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1863	0	0	0	0	0	0,47425	0	0	0	0	0,6588	0	0	0	0	0	0	0	0,77785	0,09405	0	0	0	0	0,10465	0	0	0	0	0
6408	5,5047	391,2075	0	0	0	0	0	0	0	0	0	0,41845	0	0	0,62965	0	0	0,62595	0	0,4038	0	0,78715	0	0	0	0	0	0	0	0	0,785	0	0	0	0,3789	0,1723	0	0	0	0	0	0	0	0	0	0	0
6409	7,8604	391,2556	0	0,5601	0,51865	0	0	0	0	0	0,39095	0	0	0	0	0	0	0,67315	0	0	0,47925	0	1,80715	0	0,28585	0	0	0	0	0,2848	0	0,27015	0	0	0	0	0	0,61795	0	0	0,49115	0,08345	0	0	0	0,5459	0
6410	7,5173	391,2562	0	0	0,69385	0	0	0	0	0	0	0,4704	0	0	0,57325	0	0,36105	0	0	0,68955	0	0,80225	0,79485	0	0	0	0	0,5581	0	0	0,53565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,50115	0
6411	7,4362	391,2565	0	0,37585	0	0	0	0	0,5411	0,55325	0	0	0	0	0	0,57975	0	0,50835	0	0,34945	0,12075	0,54405	0,83965	0	0	0,54715	0	0,0899	0	0,4122	0,71165	0	0	0	0,2423	0	0,13985	0,6089	0,18445	0	1,2497	0,1954	0	0,517	0	0	0,9239
6412	7,7167	391,2615	0,4739	1,1497	0,9114	0,11745	0,428	0,48195	0,3546	1,05645	0,509	0	0	0,5863	0,57975	0,70585	0	0,6738	0	0	0,39495	0,4133	0,77685	0	0,4466	0	0	0,8146	0	0,90585	0,97355	0	0,55585	0	0,83505	0,4968	0	1,08235	0,48685	0,7366	0	1,1458	0	0	0	0	0,3802
6413	7,3117	391,268	0	0	0,89465	0	0	0	0	0	0	1,1645	0,6291	0	0,84715	0	0,6764	0,91995	0,9865	1,0503	0	1,00335	0,85235	0,96735	0	0	0	1,01145	0,36445	0	1,07155	0	0	0,9602	0,8663	1,18715	0,9849	0	0	0	0	0	0	0	0	0,88495	0
6414	7,2452	391,2681	1,17165	1,4077	1,4804	1,4891	1,3497	1,27925	1,4592	1,96505	2,0998	0,9566	0	1,64085	1,2487	1,6232	0	0,7164	0	1,72115	1,8415	0,5285	2,11545	0,85945	0,7432	0,3835	0,67165	0,68575	0	1,3739	1,91885	1,2076	1,84475	0	0,4585	0	0	1,6831	1,84835	1,5016	2,10745	1,7384	1,20285	1,2761	1,15745	1,4007	1,46955
6415	1,335	391,9839	2,5565	0,49365	3,1765	2,82545	1,2946	3,0282	2,5666	2,6016	2,4316	2,97325	1,0064	7,1351	1,6511	2,62055	2,02825	1,70955	1,4644	0,78945	2,2255	5,7702	3,38605	1,91885	1,0873	0,63105	1,1995	3,26175	2,0021	1,74945	3,72115	2,6846	1,3495	2,901	1,51075	4,0967	2,89915	3,0663	2,7339	3,68825	2,00345	1,6342	1,66285	2,5441	2,32725	2,8332	0,815
6416	3,7103	392,0006	4,20925	0	3,46935	0	0	0	0	0	3,14025	4,2838	0,8244	0	3,48335	3,3055	4,66415	3,61965	9,513	3,37085	4,09555	4,76805	5,7588	4,5572	0	1,9626	0	4,6163	0	3,60975	3,4438	1,11155	4,5514	1,6862	3,2628	2,91115	4,3069	3,55215	0	0	0	3,94975	0	2,9496	6,783	4,5739	4,0495
6417	3,57	392,0007	3,7013	6,4869	2,3904	8,1348	6,74895	6,41	6,63675	6,3811	3,40525	2,40315	0,6265	7,0703	2,23215	3,4519	3,5335	2,66275	0	2,29545	3,23125	2,22225	0	3,32585	7,2227	1,45645	7,8865	3,3819	0	3,0501	2,6097	6,7259	8,48545	0	2,8063	3,22835	3,55065	6,31465	8,44245	6,4779	7,75865	7,0052	7,5639	2,684	3,61565	3,66945	2,81595
6418	2,3586	392,0007	4,26005	7,2642	2,4573	5,0835	1,08255	3,7495	1,39815	3,84265	4,51965	1,90665	0,26665	4,38755	2,433	8,11105	8,0121	1,63695	17,9445	3,7349	2,03605	1,5488	3,39565	4,501	3,71245	0	3,92225	5,11755	0	7,0021	3,17185	1,1605	3,94635	0,4226	1,84755	1,8947	3,7064	4,5584	3,86335	4,50745	2,4988	0	10,72265	2,7105	8,7096	5,18845	8,10435
6419	2,2541	392,0007	2,56165	1,2161	1,5113	3,6438	3,7177	2,01995	8,46795	2,8295	3,0223	1,22475	1,094	2,90005	1,114	1,54185	0	1,55775	0	0,5683	3,0133	4,40685	0,8311	0,2886	3,31175	2,5115	2,3173	1,79515	0	1,1586	1,12	3,61875	4,2498	0	1,27665	1,6973	4,1162	1,01705	3,56725	1,87235	3,04595	1,48225	2,26585	2,7292	0,692	1,14795	1,5673
6420	1,6376	392,0011	28,84665	25,1016	17,63355	29,9312	28,7677	24,4857	29,14025	24,4791	27,6846	23,5082	0	27,9105	17,90585	26,0165	29,24275	22,19825	22,5315	19,12355	24,4739	21,7777	22,01965	26,94975	27,84325	14,1308	28,2291	28,85835	0	27,1837	20,29005	28,6558	34,19175	0	22,70255	22,60295	30,6443	22,9037	29,6085	25,42655	27,9288	27,535	32,9324	24,20245	26,06895	28,68775	24,2705
6421	1,2668	392,0014	24,5754	18,92105	20,4025	23,05375	23,73015	18,97715	24,53655	20,4983	21,47955	21,6731	0,51295	23,83905	23,8832	22,9072	28,0373	22,81105	0	21,4095	22,75195	19,29305	20,95205	23,7512	22,7078	15,1726	22,1821	22,84095	0,1124	22,70835	23,80365	24,15515	25,90905	1,0615	22,1913	23,6769	27,53235	20,234	26,1404	23,4694	21,89035	22,14175	26,7547	20,08885	22,1124	26,62055	19,63565
6422	1,7023	392,0015	0	0	0	0	0	0	0	0	0	11,1231	0	0	8,2092	0	0	0	20,4234	7,84905	0	0	10,5712	0	0	0	0	0	0	0	8,93185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6423	2,467	392,0019	0	4,43695	1,57685	2,90555	2,1829	0	0	0	0	2,4998	0,23015	0	1,4911	1,68275	4,8421	3,58985	0	1,83945	2,6351	1,99555	4,9326	3,1796	0	0	2,4543	3,24685	0	1,551	3,5406	1,63545	0	0	3,0494	3,68815	3,51765	0	1,83975	0	0	4,24785	0	1,8106	2,7557	4,2804	0
6425	3,3281	392,0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,2235	0	0	0	0	0	0	0,67365	0	0	0,76625	0	0	0	0	0,3694	0	0	0	0	0	0	0	0	0	0	0
6426	3,1901	392,0048	0	1,3177	0	0	0,05435	0,62375	0,7021	0,1112	0	0,04445	0	0	0	0,54	0	0	0	0	0	0	0	0	0,2873	0,0877	0,5461	0	0	0	0	0,56035	1,17125	0	0	0	0	0	0,6501	1,04855	0,6851	0	0	0,1584	0	0,0874	0
6427	8,7831	392,0193	0	0	0	0	0,10445	0	0,1561	0,1449	0,0713	0	2,0021	0,0713	0	0	0,03755	0	0	0	0	0	0	0	0	0	0,05685	0	1,2658	0	0	0	0,12745	4,6569	0	0	0	0	0	0,06735	0	0	0	0	0	0	0,1131
6428	1,2167	392,0348	4,91845	3,59815	2,8521	3,8506	3,148	3,22745	5,0741	3,94505	4,33665	3,12835	1,15525	3,5469	2,97745	3,6847	3,88415	2,99455	0,8096	3,62535	3,99055	2,59335	3,65775	3,1462	3,7338	2,60015	2,99075	4,1819	1,74585	4,16575	3,2525	3,73025	5,0398	1,3801	2,95365	3,6587	3,4309	4,23355	4,2637	3,15505	4,2581	4,0879	4,4249	3,49505	3,5908	4,3864	4,1663
6429	3,7698	392,1259	0	0,26765	0	0,25375	0,30715	0,30415	0,49555	0,2702	0	0	0	0,22355	0	0	0	0	0	0	0	0	0	0	0,22885	0,2058	0,34705	0	0	0	0	0,18965	0,2671	0	0	0	0	0,40245	0,38015	0,4349	0,2729	0,3621	0,25475	0	0,489	0	0
6430	5,4806	392,1638	1,97675	1,89185	1,55745	2,21945	1,40695	2,01835	1,834	2,04325	2,1333	1,8904	0	1,9651	1,7509	2,10655	1,9572	2,0129	0	2,0942	1,5907	1,8344	2,15565	1,7108	1,87865	1,1721	1,86945	2,13315	0	2,13725	1,62025	1,58045	1,8762	0	1,94215	1,7201	1,4538	2,12695	1,62	2,1399	2,0729	1,89075	2,24305	1,9431	2,08395	1,97675	1,959
6431	4,7274	392,1797	0	0	0	0	0	0,18035	0	0	0,15285	0,04915	0	0,23545	0,25375	0	0	0	0	0	0,5336	0	0,31975	0	0,24075	0	0	0,0814	0,21415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0897	0	0
6432	4,3466	392,1814	0	0	1,015	0	0	0	0	0	0	0,83515	0	0	0,8914	0	0,19	0,90795	0	0,8289	0,97105	1,83	0,59435	0,4994	0	0	0	0	0	0	0,9637	0	0	0	0,62285	0	0	0	0	0	0	0	0	0	0	0,22975	0
6433	7,8265	392,1816	0	0,7411	0	0	0	0	0,5384	0	0,69415	0	0	0	0,80525	0	0	0	0	0	0	0,6784	0	0	0,6776	0	0	0,7996	0	0,72475	0,82345	0,6933	0,5501	0	0,7436	0	0,02075	0	0	0	0	0	0	0	0	0,61765	0,72945
6434	4,8447	392,1817	0	0,3973	0	0	0	0	0	0	0	0	0	0	0,4193	0	0	0,8663	0	0	0,46365	0,90235	0,65225	0,1602	0	0,68785	0	0	0	0	0,59035	0	0	0	0	0	0	0,60075	0	0	0,42905	0	0	0	0,0758	0	0
6435	4,2248	392,1821	0,36735	1,15765	0,55445	0,12405	0,35775	0	0	1,233	1,16095	0	0	0,14075	0	0,1622	0	0,80055	0	0,57575	0,6132	1,2121	0,8301	0	0	1,5059	0,7851	0,29255	0	0,35965	0,7285	0,2689	0,1462	0	0,34065	0,21085	0	1,30285	0,5212	0,2647	1,6279	0	0,25635	0	0,05245	0	0,4042
6436	7,9958	392,1826	3,38775	2,9293	2,8415	3,16665	2,8119	2,71675	3,21625	3,07215	3,0698	2,7504	0	2,9211	3,25635	2,6287	3,112	3,06295	3,1777	2,26615	3,03795	2,8693	3,54675	3,4307	3,18285	1,9182	2,9021	3,33655	0	3,21225	3,5948	2,93	2,7998	0	3,0481	3,12245	3,42705	3,1696	3,3992	2,3861	3,21545	3,2941	3,4217	2,86425	2,88575	3,1576	2,41505
6437	5,5918	392,1842	0,48145	0,5043	1,0214	0	0	0	0,56355	0	0	0,8826	0	0,4272	0,68365	0,70505	0	1,135	0	0,6444	0,7815	2,22935	0	0,49415	0	0,87585	0	0,50845	0	0	0,58305	0	0	0	0	0,4543	0	0,61805	0	0	0,6792	0	0	0	0	0,5182	0
6438	6,5982	392,1855	1,8219	3,40705	3,06705	0,73485	1,3402	1,7913	1,5841	2,62745	1,8992	1,8431	0	1,62385	1,7851	2,1647	0,77325	3,61855	0	2,72805	2,2488	3,38035	2,96285	2,1329	2,61885	0,4761	1,07805	1,6749	0	2,8595	3,08795	0,57765	0	0	2,9062	1,46625	0	2,51475	1,7301	1,1586	1,9633	2,1557	0,984	1,7102	0,84825	1,37425	2,3035
6439	4,978	392,1862	0	0	0	0	0	0	0	0	0	0	0	0	0,3451	0	0	0,6002	0	0	0,4279	1,40975	0	0	0	0	0	0	0	0	0,84995	0	0	0	0	0	0	0,4633	0	0	0,764	0	0	0	0	0	0
6440	5,1439	392,1869	0	0	0,74065	0	0	0	0	0	0	0,64395	0	0	0,63875	0	0	1,65145	0	0	0	1,5568	0	0	0	0,55595	0	0	0	0	1,71995	0	0	0	0	0	0	0	0	0	0,54065	0	0	0	0	0	0
6441	5,2433	392,1874	0	0	0	0	0,4346	0	0	0	0,60255	0	0	0	0,69025	0	0	0,6738	0	0	0,58285	0,5592	0	0	0	0,54965	0	0	0	0	1,32665	0	0	0	0	0	0	0	0	0	0,9993	0	0	0,58825	0	0	0,5129
6443	5,818	392,1999	0	1,49575	0,54605	0	0	0,48405	0	0,2449	0,4906	0,56275	0	0	0	0	0	1,4034	0	1,0253	0,639	1,25145	0	0	0,38325	0,8233	0	0	0	0,4036	0,5695	0	0,11715	0	0,4928	0	0	1,54225	0,19115	0	1,2381	0	0,20215	0,44485	0	0	0,5394
6444	6,5727	392,2018	0	0,37215	0	0,1063	0	0	0,2289	0,33235	0,14365	0	0	0,2109	0	0	0	0	0	0	0	0	0,77825	0,1162	0	0,55475	0	0	0	0,8257	0	0,3376	0,4246	0	0	0	0	0,7207	0,40555	0,32875	0	0,18645	0,3779	0	0	0	0
6445	5,243	392,2135	0,34855	1,7101	0,6469	0,3518	0,1715	1,50425	0,36725	1,0959	0,4757	0	0	0	0,5517	0,66045	0	0,9044	0	0,7549	1,5855	0,7755	0,8219	0	1,2959	1,0205	1,0161	0,3791	0	1,42605	0,7736	0,28585	0,1348	0	0,2365	0	0,11315	1,712	1,10495	0,67515	1,6157	0	0,3536	1,261	0,2878	0	0,5339
6446	5,3019	392,2172	0	0,9692	1,1717	0	0	0	0	0,4669	0,2569	0,74965	0	0	1,1232	0,503	0	1,07695	0	1,2162	0,9303	1,32655	1,02335	0,71315	0	0,47025	0,9156	0	0	0	1,10235	0	0	0	0,7358	0	0	1,72935	0	0	0,47775	0,4416	0	0,65565	0	0	0,283
6447	6,0225	392,2193	4,7034	7,93325	6,6618	1,2623	2,14755	6,1501	4,4647	5,03755	4,46225	5,001	0	1,7335	3,46555	3,5265	1,16455	8,44885	0	6,87235	7,05075	6,41135	6,76935	4,35465	4,14575	5,3973	3,60015	3,9544	0	3,6116	6,32375	0,8114	1,71535	0	4,8423	3,08995	0	8,28635	3,8125	2,36395	5,1435	4,4612	1,5339	4,7328	1,6344	1,8012	4,18945
6448	7,6397	392,2216	0	0	0,42415	0	0	0	0	0	0	0,489	0	0	0,3691	0	0,0791	0,5285	0	0,21675	0	0,2539	0,12535	0,2268	0	0	0	0	0	0	0,36715	0	0	0	0,28425	0,11285	0	0	0	0	0	0	0	0	0	0,09935	0
6449	1,3198	392,9857	0	0,40915	0,3468	0,25845	0	1,19645	0,22405	0	0,55585	0	0	0	0	0	0,6688	0	0,7344	0	0,7696	0,5305	0	0,7202	0,97125	0	0	0	0	0	0	0	0	0	0	0	0,1228	0,50605	0,9306	0,0677	0,36665	0	0	0,69735	0,4985	0	0
6450	1,8819	392,9951	0	0	0	0	0	0	0	0	0	0,34325	0,25785	0	0,67655	0	0	0	0	0	0	0,65285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5442	0
6451	1,7096	392,9957	0	0	3,98885	0	0	1,4578	0	0	0	0	0	0	4,31415	0	0	0	11,6413	0	0	0	0	0	0	0	0	7,768	0	0	5,27775	0	0	0	5,94135	0	0	0	0	0	0	0	1,17175	0	0	0	0
